RegionCode,SubRegion,SiteName,Latitude,Longitude,Depth ,Location,InstrumentType,ProjectCode,Tag #,Fate,Deployment,Recovery,Duration,Species,BlockDimensions,PreWeightBlock,PreWeightEpoxied,PreVolume,PreRWDensity,PreCTDensity,PostWeightDirty,PostWeightClean,PostVolume,PostCTDensity,PostCTMacroboring,PostCTMacroboringRate,PostCTGrazing,PostCTGrazingRate,PostCTAccretion ,PostCTAccretionRate,Notes
FLK,upper,UKI2,24.95375,-80.54806,3,FLK_upper_3,BMU,BMUQuest,3599,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,17.792,35.3213,11.49112415,1.548325453,1.53462869,33.2132,32.4191,8.540745735,1.64783711,0.23255825,0.06287686,2.717820165,0.734818045,0.423780441,0.114577675,
FLK,lower,LKI1 (Jaap),24.5859,-81.58272,3,FLK_lower_3,BMU,BMUQuest,3600,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,15.5829,32.4575,11.24147701,1.386196848,1.3636413,47.8279,40.8045,9.636760712,1.44147693,0.176150322,0.027094339,1.428565976,0.219733073,6.952749252,1.069428351,
FLK,lower,LKO2,24.55326,-81.43753,7,FLK_lower_7,BMU,BMUQuest,3701,SUCCESSFULLY RECOVERED,4/19/16,3/6/20,3.882191781,O. faveolata,5x2x1,15.1259,32.5864,10.30862617,1.467305124,1.45399261,32.163,31.4127,7.485955238,1.4323274,2.451908112,0.631578307,0.37076282,0.095503479,1.873864174,0.482682021,
FLK,middle,MKI2 (Dustan Rocks),24.68988,-81.0294,5,FLK_middle_1b,BMU,BMUQuest,3702,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,15.0779,32.568,10.2298851,1.473907073,1.47424557,23.6809,22.9211,3.321407318,1.52145713,0.683907509,0.181546357,6.224570273,1.652340472,0.236291885,0.062724755,
FLK,middle,MKI2 (Dustan Rocks),24.68988,-81.0294,5,FLK_middle_1b,BMU,BMUQuest,3703,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,12.6485,29.7994,10.50635433,1.203890484,1.193003966,25.3156,24.5745,5.689433098,1.307170403,0.492247582,0.130669358,4.324673651,1.148004278,0.403069496,0.10699663,
FLK,upper,UKO3,24.88266,-80.56088,13,FLK_upper_13,BMU,BMUQuest,3704,Base Only,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,9.7541,27.545,9.247964859,1.054729354,1.024674777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FLK,upper,UKO1,24.9025,-80.53104,14,FLK_upper_14,BMU,BMUQuest,3705,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,21.4653,38.6401,11.93262005,1.798875679,1.74927032,42.9302,41.8686,11.34988976,1.69933758,0.443444252,0.119894187,0.139286038,0.037658818,2.906973839,0.785959594,
FLK,lower,LKI1 (Jaap),24.5859,-81.58272,3,FLK_lower_3,BMU,BMUQuest,3706,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,13.1833,30.4102,9.708832741,1.35786663,1.35050174,42.9391,39.0982,7.256237984,1.36538973,0.203719139,0.031334802,2.248875618,0.345907965,8.079242706,1.24269852,
FLK,lower,LKI2,24.57899,-81.49734,6.5,FLK_lower_8,BMU,BMUQuest,3707,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,9.9964,26.2985,8.293107033,1.205386589,1.150381302,28.9369,22.6673,2.425909996,1.35598317,0.808782578,0.124401871,5.05841446,0.778053636,1.913157463,0.294269901,
FLK,lower,LKO1,24.52202,-81.57709,5,FLK_lower_5,BMU,BMUQuest,3708,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,9.8622,26.6086,8.777647018,1.123558509,1.085379652,22.6758,19.7123,0.342782021,1.47453265,0.00671196,0.001032392,8.428153038,1.296365722,1.15722084,0.177996463,
FLK,lower,LKO2,24.55326,-81.43753,7,FLK_lower_7,BMU,BMUQuest,3709,SUCCESSFULLY RECOVERED,4/19/16,3/6/20,3.882191781,O. faveolata,5x2x1,11.6604,28.4425,9.824317932,1.186891556,1.168784414,27.146,25.8504,4.563282967,1.37991224,0.54747963,0.141023334,4.713555336,1.214147987,2.206973076,0.56848636,
FLK,upper,UKI1 (Cheeca),24.89742,-80.61573,4,FLK_upper_4,BMU,BMUQuest,3710,Base Only,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,10.6162,27.4003,10.02901554,1.058548564,1.047298392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FLK,upper,UKI1 (Cheeca),24.89742,-80.61573,4,FLK_upper_4,BMU,BMUQuest,3711,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,11.7348,29.3477,9.973071098,1.176648585,1.142621781,31.6445,30.852,7.743533134,1.190057761,0.200037003,0.054084078,2.029500961,0.548716927,2.399929047,0.648869705,
FLK,upper,UKO3,24.88266,-80.56088,13,FLK_upper_13,BMU,BMUQuest,3712,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,16.4813,33.5511,10.95649338,1.504249528,1.48968995,37.8278,36.9387,10.10237503,1.55322287,0.197135925,0.053299713,0.656982425,0.177628581,2.584954262,0.698895041,
FLK,lower,LKI2,24.57899,-81.49734,6.5,FLK_lower_8,BMU,BMUQuest,3713,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,15.2968,32.5158,11.04234123,1.385285935,1.39145902,34.0113,28.4582,7.660131454,1.4040276,1.241231918,0.190918521,2.140977858,0.329311807,0.728831291,0.112104265,
FLK,lower,LKO2,24.55326,-81.43753,7,FLK_lower_7,BMU,BMUQuest,3714,SUCCESSFULLY RECOVERED,4/19/16,3/6/20,3.882191781,O. faveolata,5x2x1,17.953,36.4117,11.19027042,1.604340139,1.59524631,39.6821,38.3865,10.96117115,1.66891655,0.23138237,0.059600963,-0.0022831,-0.000588096,1.388028145,0.357537243,
FLK,upper,UKI1 (Cheeca),24.89742,-80.61573,4,FLK_upper_4,BMU,BMUQuest,3715,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,18.9108,35.8633,11.22637081,1.684498073,1.66587393,43.8947,43.0904,10.73439789,1.66576353,0.137363434,0.037139002,0.354609486,0.095875898,4.711109161,1.273744329,
FLK,lower,LKI1 (Jaap),24.5859,-81.58272,3,FLK_lower_3,BMU,BMUQuest,3716,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,15.1181,32.6416,11.28810024,1.339295336,1.33785526,38.1477,35.3329,10.22418594,1.35832547,0.234000206,0.035992446,0.829914094,0.127652189,2.925367355,0.449961688,
FLK,middle,MKI1,24.68554,-81.04336,3.5,FLK_middle_4,BMU,BMUQuest,3717,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,16.0341,33.7228,10.94313812,1.465219558,1.46246408,37.0676,35.996,9.704875946,1.52352718,0.212216377,0.056333802,1.026045797,0.272368521,2.382925987,0.632558535,
FLK,middle,MKI2 (Dustan Rocks),24.68988,-81.0294,5,FLK_middle_1b,BMU,BMUQuest,3718,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,12.6755,29.8778,10.43062592,1.215219499,1.208260116,21.1828,20.518,2.405302048,1.33441756,0.361046791,0.095841512,7.664277081,2.034517189,0.050228119,0.013333282,
FLK,middle,MKI1,24.68554,-81.04336,3.5,FLK_middle_4,BMU,BMUQuest,3719,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,17.5907,34.7168,10.5890522,1.661215722,1.64100104,35.4652,34.5514,8.879605293,1.71745699,0.167078018,0.044351619,1.542368889,0.409428832,1.29569149,0.343947196,
FLK,lower,LKI2,24.57899,-81.49734,6.5,FLK_lower_8,BMU,BMUQuest,3720,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,14.605,32.2248,10.77870369,1.354986687,1.34668499,36.8654,32.4656,9.296622276,1.35646897,0.652647972,0.100386224,0.829433442,0.127578258,1.032877922,0.158870814,
FLK,lower,LKO1,24.52202,-81.57709,5,FLK_lower_5,BMU,BMUQuest,3721,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,14.2439,31.6748,10.71525764,1.329310081,1.31887063,33.4271,29.1036,7.017354012,1.43524494,0.305291176,0.046957977,3.392612452,0.521830402,0.997206688,0.153384088,
FLK,middle,MKO1,24.63127,-81.09255,6,FLK_middle_6,BMU,BMUQuest,3722,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,18.8432,35.9795,12.87258625,1.463823946,1.47403725,44.6794,43.0427,11.68141079,1.58524835,0.045833588,0.012166734,1.145341872,0.304036206,4.05150032,1.075489176,
FLK,middle,MKO2,24.63388,-81.08344,5,FLK_middle_5,BMU,BMUQuest,3723,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,12.3131,29.808,11.58400154,1.062940121,1.085622328,32.8144,31.8722,8.482801437,1.233486135,0.585983276,0.155551924,2.515216827,0.667675739,2.58738327,0.68683265,
FLK,upper,UKI1 (Cheeca),24.89742,-80.61573,4,FLK_upper_4,BMU,BMUQuest,3724,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,13.8384,29.7804,10.85558224,1.274772711,1.26642775,28.9425,28.3473,6.936535835,1.40146635,0.07657814,0.02070446,3.842468265,1.038889568,1.46154213,0.395157687,
FLK,middle,MKO1,24.63127,-81.09255,6,FLK_middle_6,BMU,BMUQuest,3725,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,12.3858,29.7411,12.02451897,1.030045362,1.034876213,23.5911,22.8529,2.728694916,1.217597098,0.29758358,0.078994914,8.998240474,2.388623835,1.196574211,0.317636063,
FLK,lower,LKO1,24.52202,-81.57709,5,FLK_lower_5,BMU,BMUQuest,3726,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,13.4436,31.6166,11.43554878,1.175597276,1.207659194,36.2999,32.4485,6.7483778,1.3230264,0.730530739,0.112365664,3.956640241,0.608585625,3.282096863,0.504831587,
FLK,lower,LKO1,24.52202,-81.57709,5,FLK_lower_5,BMU,BMUQuest,3727,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,14.6657,31.6277,11.6161623,1.262525404,1.276092993,27.628,25.2991,4.833374977,1.41385643,0.434646606,0.066854619,6.348140717,0.976431252,0.485484123,0.074674128,
FLK,middle,MKO1,24.63127,-81.09255,6,FLK_middle_6,BMU,BMUQuest,3728,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,16.1516,33.2995,11.83630943,1.36458075,1.37787811,37.0654,35.6697,9.500178337,1.53041847,0.156229019,0.041471703,2.179902074,0.578664914,2.355949402,0.625397478,
FLK,lower,LKO1,24.52202,-81.57709,5,FLK_lower_5,BMU,BMUQuest,3729,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,14.1865,31.3443,10.85331631,1.307112001,1.320396,38.5551,34.9492,7.363509178,1.4800763,0.685400963,0.105424084,2.804406169,0.431356195,3.634946823,0.559104758,
FLK,middle,MKO1,24.63127,-81.09255,6,FLK_middle_6,BMU,BMUQuest,3730,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,13.1834,30.4077,10.72630405,1.229072003,1.244761539,35.1368,33.2902,8.907594681,1.370768,0.188415527,0.050015758,1.630293842,0.432768911,2.612042427,0.693378535,
FLK,upper,UKI2,24.95375,-80.54806,3,FLK_upper_3,BMU,BMUQuest,3731,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,16.7358,33.5423,10.6686945,1.568683029,1.54310583,34.5464,33.8173,8.89453125,1.57794414,0.075110435,0.020307636,1.699052815,0.459373539,1.470211029,0.3975015,
FLK,middle,MKO2,24.63388,-81.08344,5,FLK_middle_5,BMU,BMUQuest,3732,Not Recovered,4/20/16,not recovered,NA,O. faveolata,5x2x1,13.0982,31.0883,11.4274292,1.146207058,1.162063791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FLK,middle,MKI1,24.68554,-81.04336,3.5,FLK_middle_4,BMU,BMUQuest,3733,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,14.9015,31.5182,11.69008827,1.274712359,1.262092398,30.5847,29.6474,8.098992348,1.39195343,0.929177284,0.246654334,2.661918638,0.706618402,0.754177094,0.200199738,
FLK,middle,MKI1,24.68554,-81.04336,3.5,FLK_middle_4,BMU,BMUQuest,3734,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,11.5931,29.0197,11.53030586,1.005446008,1.010271283,28.8861,27.8287,8.165742874,1.13429057,0.208637238,0.055383703,3.155925749,0.837754835,0.852959633,0.226422012,
FLK,lower,LKI2,24.57899,-81.49734,6.5,FLK_lower_8,BMU,BMUQuest,3735,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,13.7521,30.3111,11.13167381,1.235402711,1.256610915,39.3802,30.5349,7.406707764,1.3979474,0.516958237,0.079515279,3.208007809,0.493435672,2.282289505,0.35104748,
FLK,upper,UKI2,24.95375,-80.54806,3,FLK_upper_3,BMU,BMUQuest,3736,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,10.8897,28.6412,10.65806007,1.02173378,1.044355949,21.2535,20.7972,2.57602787,1.295445442,0.021037102,0.005687809,8.060995098,2.17945423,0,0,
FLK,upper,UKO1,24.9025,-80.53104,14,FLK_upper_14,BMU,BMUQuest,3737,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,13.3287,31.2858,11.6983881,1.139362097,1.16552457,31.7561,31.0474,3.186713219,1.36380173,0.023981094,0.006483777,8.487693787,2.294820913,4.705143929,1.272131507,
FLK,middle,MKO2,24.63388,-81.08344,5,FLK_middle_5,BMU,BMUQuest,3738,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,11.7755,29.0695,11.37902069,1.034843008,1.042587154,30.2334,28.8816,7.534080505,1.196149819,0.074767113,0.01984727,3.770173072,1.000809579,1.686641693,0.447726704,
FLK,upper,UKI2,24.95375,-80.54806,3,FLK_upper_3,BMU,BMUQuest,3739,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,10.274,26.5235,9.693820953,1.059850398,1.051034278,20.3606,19.7398,2.374403,1.278166922,0.232309341,0.062809563,7.087108612,1.91614418,0.094808578,0.02563343,
FLK,lower,LKO1,24.52202,-81.57709,5,FLK_lower_5,BMU,BMUQuest,3740,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,12.1291,28.999,10.17259312,1.192331184,1.214825689,28.454,26.8085,6.417363167,1.38525829,0.089744568,0.013803947,3.665485385,0.563802008,0.939270973,0.144472779,
FLK,upper,UKO3,24.88266,-80.56088,13,FLK_upper_13,BMU,BMUQuest,3741,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,11.926,29.29,9.979585648,1.195039596,1.212336895,27.8286,26.9663,5.513093948,1.32573148,0.209753037,0.056711006,4.256738664,1.150896009,1.493720055,0.403857645,
FLK,lower,LKO2,24.55326,-81.43753,7,FLK_lower_7,BMU,BMUQuest,3742,SUCCESSFULLY RECOVERED,4/19/16,3/6/20,3.882191781,O. faveolata,5x2x1,19.5861,36.8759,11.88041782,1.648603635,1.64666439,46.0159,42.5099,11.38613605,1.73579301,0.021921158,0.005646593,0.472360612,0.121673693,3.471387863,0.894182477,
FLK,upper,UKO1,24.9025,-80.53104,14,FLK_upper_14,BMU,BMUQuest,3743,Base Only,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,10.9011,27.7002,10.958004,0.994807083,0.995219575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FLK,upper,UKO3,24.88266,-80.56088,13,FLK_upper_13,BMU,BMUQuest,3744,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,15.2284,31.7095,10.89496136,1.397747041,1.38447372,34.8662,34.1314,9.320920944,1.4758105,0.125922203,0.034045633,1.448118213,0.391528258,2.175078392,0.58807675,
FLK,middle,MKI1,24.68554,-81.04336,3.5,FLK_middle_4,BMU,BMUQuest,3745,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,15.2682,32.2595,10.9049263,1.400119504,1.40388304,36.7557,35.1201,8.824004173,1.5275575,0.161112785,0.042768121,1.919809342,0.509622116,2.866744995,0.76099049,
FLK,lower,LKO1,24.52202,-81.57709,5,FLK_lower_5,BMU,BMUQuest,3746,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,17.1837,34.4261,11.35146046,1.513787592,1.51456291,41.5752,37.9498,10.21458149,1.63142036,0.297635078,0.045780364,0.839243892,0.12908724,2.39926815,0.369040402,
FLK,upper,UKI2,24.95375,-80.54806,3,FLK_upper_3,BMU,BMUQuest,3747,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,19.3959,35.489,12.34061623,1.571712436,1.53814493,31.3341,30.6918,8.503031731,1.5950653,0.442826271,0.119727103,3.394758228,0.917842039,0.165095329,0.044636885,
FLK,middle,MKO1,24.63127,-81.09255,6,FLK_middle_6,BMU,BMUQuest,3748,Base Only,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,15.6397,32.8317,11.9921608,1.304160298,1.31970335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FLK,middle,MKO2,24.63388,-81.08344,5,FLK_middle_5,BMU,BMUQuest,3749,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,15.3278,31.6561,11.76957607,1.302323882,1.293250644,32.8211,31.7758,9.026392937,1.44718042,0.320654869,0.085119293,2.422528264,0.643071139,1.500234604,0.398244095,
FLK,middle,MKO1,24.63127,-81.09255,6,FLK_middle_6,BMU,BMUQuest,3750,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,16.3,32.706,10.6268692,1.533847805,1.5221066,37.5126,36.1911,9.943957329,1.61577646,0.277387619,0.073633804,0.405524252,0.107648256,2.487587929,0.660341523,
FLK,upper,UKI1 (Cheeca),24.89742,-80.61573,4,FLK_upper_4,BMU,BMUQuest,3751,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,16.1065,33.0899,11.28576565,1.427151733,1.42148944,27.2344,26.5276,5.72191143,1.58835578,1.04526329,0.282608223,4.51859093,1.221693103,0.201676369,0.054527315,
FLK,middle,MKI2 (Dustan Rocks),24.68988,-81.0294,5,FLK_middle_1b,BMU,BMUQuest,3752,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,14.8165,32.178,11.68692112,1.267784718,1.260952714,36.1208,34.734,10.10435772,1.35564835,0.751490593,0.199486594,0.831072807,0.220612054,2.362627029,0.627170084,
FLK,middle,MKI2 (Dustan Rocks),24.68988,-81.0294,5,FLK_middle_1b,BMU,BMUQuest,3753,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,16.912,33.1641,11.23418999,1.505404485,1.50179694,32.551,31.5047,9.168477058,1.56574739,0.138496399,0.036764499,1.927216533,0.511588389,0.23182869,0.061539979,
FLK,middle,MKI2 (Dustan Rocks),24.68988,-81.0294,5,FLK_middle_1b,BMU,BMUQuest,3754,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,13.8488,31.1142,11.24828339,1.231192309,1.24589178,34.2569,33.2111,9.090259552,1.37722647,0.484162331,0.128523091,1.673861507,0.444334146,2.265749931,0.601453618,
FLK,lower,LKO2,24.55326,-81.43753,7,FLK_lower_7,BMU,BMUQuest,3755,SUCCESSFULLY RECOVERED,4/19/16,3/6/20,3.882191781,O. faveolata,5x2x1,15.445,32.0662,11.07240772,1.394908893,1.37845799,33.6824,33.0171,9.965835571,1.42818088,0.128488541,0.033096907,0.978083608,0.251941085,1.261685371,0.324993056,
FLK,upper,UKO1,24.9025,-80.53104,14,FLK_upper_14,BMU,BMUQuest,3756,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,17.4479,33.6686,11.79892159,1.478770739,1.43422762,35.5632,34.7466,8.947299957,1.50453591,0.143912315,0.038909626,2.707709318,0.732084371,2.145835876,0.580170441,
FLK,middle,MKO2,24.63388,-81.08344,5,FLK_middle_5,BMU,BMUQuest,3757,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,15.9612,31.9,11.2980566,1.412738541,1.3741686,36.2123,35.0468,10.11883736,1.45786739,0.079668045,0.021148245,1.099551195,0.291880863,2.168915749,0.575748544,
FLK,middle,MKI1,24.68554,-81.04336,3.5,FLK_middle_4,BMU,BMUQuest,3758,Not Recovered,4/20/16,not recovered,NA,O. faveolata,5x2x1,16.1522,32.8831,11.28130245,1.431767304,1.39490239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FLK,lower,LKI1 (Jaap),24.5859,-81.58272,3,FLK_lower_3,BMU,BMUQuest,3759,Not Recovered,4/19/16,not recovered,NA,O. faveolata,5x2x1,16.0763,32.3021,11.39832401,1.410409108,1.38530063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FLK,lower,LKI1 (Jaap),24.5859,-81.58272,3,FLK_lower_3,BMU,BMUQuest,3760,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,17.7295,34.3014,11.46341801,1.546615502,1.50091886,37.6593,31.2409,6.465479851,1.58005978,0.168228149,0.0258758,4.82971001,0.742875749,2.111392021,0.324761099,
FLK,middle,MKI2 (Dustan Rocks),24.68988,-81.0294,5,FLK_middle_1b,BMU,BMUQuest,3761,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,16.2433,33.143,11.47436142,1.415616905,1.38373508,17.9376,17.5522,0.2882967,1.53827891,0.00984478,0.002613342,11.17621994,2.966778384,0.047739029,0.012672542,
FLK,lower,LKI1 (Jaap),24.5859,-81.58272,3,FLK_lower_3,BMU,BMUQuest,3762,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,15.3306,32.5415,11.03713131,1.38900223,1.35386076,41.7519,34.5532,7.800078392,1.49832169,0.142762184,0.021958785,3.094290734,0.475944424,3.332917213,0.512648455,
FLK,middle,MKI1,24.68554,-81.04336,3.5,FLK_middle_4,BMU,BMUQuest,3763,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,18.3305,35.4752,12.10146618,1.514733812,1.50631474,36.2223,35.3123,10.71927452,1.60275226,0.165610313,0.04396201,1.216581347,0.322947048,0.66276741,0.175934622,
FLK,middle,MKI2 (Dustan Rocks),24.68988,-81.0294,5,FLK_middle_1b,BMU,BMUQuest,3764,SUCCESSFULLY RECOVERED,4/20/16,1/25/20,3.767123288,O. faveolata,5x2x1,16.3886,33.7363,10.97229481,1.493634676,1.49370655,36.6821,35.2394,9.195127487,1.61387548,0.1768713,0.04695129,1.600296023,0.424805853,1.764138222,0.46829851,
FLK,lower,LKI2,24.57899,-81.49734,6.5,FLK_lower_8,BMU,BMUQuest,3765,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,16.0692,32.8926,11.15659904,1.440331408,1.44849565,42.6488,36.4835,9.829098701,1.54179894,0.566791534,0.087180325,0.760708805,0.117007465,2.631251335,0.404722603,
FLK,upper,UKI2,24.95375,-80.54806,3,FLK_upper_3,BMU,BMUQuest,3766,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,19.4517,36.3535,11.88366222,1.636843899,1.61463624,34.0061,33.3522,8.941180229,1.72532282,0.028856277,0.007801882,2.913625714,0.787758063,0.319470406,0.086375332,
FLK,middle,MKI1,24.68554,-81.04336,3.5,FLK_middle_4,BMU,BMUQuest,3767,Not Recovered,4/20/16,not recovered,NA,O. faveolata,5x2x1,15.5093,32.6717,11.42219353,1.357821504,1.36035711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FLK,lower,LKI1 (Jaap),24.5859,-81.58272,3,FLK_lower_3,BMU,BMUQuest,3768,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,15.6765,32.6121,11.46769238,1.367014346,1.36485279,38.6242,34.2613,8.051510811,1.47329865,0.09022522,0.013877878,3.325956349,0.511577778,3.398251534,0.522697771,
FLK,upper,UKO3,24.88266,-80.56088,13,FLK_upper_13,BMU,BMUQuest,3769,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,16.5632,33.6595,11.75933647,1.408514846,1.38045068,33.6611,32.8568,8.37876606,1.46285651,0.837982178,0.226565552,2.542588232,0.687440522,1.774669647,0.47981809,
FLK,lower,LKI2,24.57899,-81.49734,6.5,FLK_lower_8,BMU,BMUQuest,3770,SUCCESSFULLY RECOVERED,4/19/16,10/18/22,6.501369863,O. faveolata,5x2x1,13.9257,31.73,11.52614307,1.208183858,1.208120487,41.0206,34.8332,9.505748749,1.3793372,0.891875267,0.137182669,1.128519054,0.173581734,2.507311821,0.385659003,
FLK,upper,UKO1,24.9025,-80.53104,14,FLK_upper_14,BMU,BMUQuest,3771,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,18.0263,34.0299,11.35152054,1.588007522,1.55073352,34.0432,33.253,8.1924963,1.6659774,0.467571259,0.126417414,2.691452982,0.727689139,1.597360611,0.43187898,
FLK,lower,LKO2,24.55326,-81.43753,7,FLK_lower_7,BMU,BMUQuest,3772,SUCCESSFULLY RECOVERED,4/19/16,3/6/20,3.882191781,O. faveolata,5x2x1,18.6282,35.2232,11.42775536,1.630083898,1.58942161,34.1271,29.6442,5.856296539,1.65225291,4.324012756,1.113807097,1.247446065,0.321325204,1.54083252,0.396897579,
FLK,upper,UKO3,24.88266,-80.56088,13,FLK_upper_13,BMU,BMUQuest,3773,SUCCESSFULLY RECOVERED,4/27/16,1/7/20,3.698630137,O. faveolata,5x2x1,16.4401,33.8,11.43481064,1.437723852,1.43384234,32.7193,31.9627,7.68255043,0.6106,0.288459778,0.077990977,3.463800432,0.936509006,1.445311546,0.390769418,
FLK,middle,MKO1,24.63127,-81.09255,6,FLK_middle_6,BMU,BMUQuest,3774,Not Recovered,4/20/16,not recovered,NA,O. faveolata,5x2x1,17.6039,34.1145,12.07242107,1.458191352,1.4348908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
